NAME,POSTCODE,LATITUDE,LONGITUDE,STATE_NAME
Capertee,2846,-33.144993,149.981445,NSW
Capital Hill,2600,-35.306461,149.125793,ACT
Capoompeta,2371,-29.397293,152.044586,NSW
Capricorn,6642,-23.915232,120.099464,WA
Captain Creek,4677,-24.287115,151.774734,QLD
Captains Flat,2623,-35.576588,149.449066,NSW
Captains Mountain,4357,-27.920546,151.119537,QLD
Caraban,6041,-31.33777,115.550369,WA
Carabooda,6033,-31.598886,115.716095,WA
Carabost,2650,-35.600895,147.728714,NSW
Carag Carag,3623,-36.469894,144.916672,VIC
Caragabal,2810,-33.84396,147.740189,NSW
Caralue,5641,-33.292576,136.054581,SA
Caralulup,3371,-37.203663,143.637726,VIC
Caramut,3274,-37.938679,142.510529,VIC
Carani,6566,-30.977135,116.410873,WA
Carapooee,3477,-36.711796,143.314972,VIC
Carapooee West,3477,-36.718433,143.236191,VIC
Carapook,3312,-37.551769,141.541183,VIC
Caravonica,4878,-16.870689,145.680969,QLD
Carawa,5680,-32.312637,134.219131,SA
Carbine Creek,4723,-23.262594,147.802338,QLD
Carbla,6701,-26.198803,114.384773,WA
Carboor,3678,-36.601944,146.528336,VIC
Carbrook,4130,-27.677507,153.236282,QLD
Carbunup River,6280,-33.699532,115.189034,WA
Carcalgong,2850,-32.88044,149.720657,NSW
Carcoar,2791,-33.615543,149.139755,NSW
Carcuma,5301,-35.56889,140.073547,SA
Cardiff,2285,-32.93964,151.659073,NSW
Cardiff,6225,-33.426792,116.203407,WA
Cardiff Heights,2285,-32.93605,151.672211,NSW
Cardiff South,2285,-32.954102,151.665009,NSW
Cardigan,3352,-37.529423,143.756653,VIC
Cardigan Village,3352,-37.514297,143.706802,VIC
Cardinia,3978,-38.142365,145.404449,VIC
Cardross,3496,-34.288422,142.144547,VIC
Cardstone,4854,-17.835962,145.705902,QLD
Cardup,6122,-32.256981,115.995865,WA
Cardwell,4849,-18.267242,146.029526,QLD
Carew,5270,-36.317619,140.472733,SA
Carey Bay,2283,-33.02776,151.607376,NSW
Carey Gully,5144,-34.966564,138.774384,SA
Carey Park,6230,-33.348957,115.651299,WA
Cargerie,3334,-37.804874,143.961807,VIC
Cargo,2800,-33.423138,148.810013,NSW
Carina,3512,-35.252827,141.091354,VIC
Carina,4152,-27.495354,153.088943,QLD
Carina Heights,4152,-27.496075,153.094391,QLD
Carinda,2831,-30.463667,147.694672,NSW
Carindale,4152,-27.503262,153.100128,QLD
Carine,6020,-31.848404,115.783974,WA
Caringal,3825,-37.964378,146.335434,VIC
Caringbah,1495,-34.03371,151.120758,NSW
Caringbah,2229,-34.041084,151.122681,NSW
Caringbah South,2229,-34.055145,151.121353,NSW
Carisbrook,3464,-37.01503,143.845459,VIC
Carlaminda,2630,-36.351555,149.329819,NSW
Carlingford,2118,-33.76968,151.041306,NSW
Carlingford Court,2118,-33.777592,151.052017,NSW
Carlingford North,2118,-33.7831,151.046814,NSW
Carlisle,6101,-31.974987,115.91523,WA
Carlisle North,6101,-31.974987,115.91523,WA
Carlisle River,3239,-38.559059,143.394836,VIC
Carlisle South,6101,-31.974987,115.91523,WA
Carlotta,6275,-34.097141,115.784256,WA
Carlsruhe,3442,-37.284576,144.499695,VIC
Carlton,2218,-33.96796,151.123367,NSW
Carlton,3053,-37.798389,144.969437,VIC
Carlton,7173,-42.86861,147.644501,TAS
Carlton North,3054,-37.784592,144.972885,VIC
Carlton River,7173,-42.860855,147.700928,TAS
Carlton South,3053,-37.800743,144.967148,VIC
Carlyle,3685,-36.008472,146.487793,VIC
Carmel,6076,-32.01918,116.094543,WA
Carmila,4739,-21.811989,149.334,QLD
Carmoo,4852,-17.944017,146.051865,QLD
Carnamah,6517,-29.722498,115.89949,WA
Carnarvon,6701,-24.884001,113.661003,WA
Carnegie,3163,-37.889519,145.056976,VIC
Carnes Hill,2171,-33.937351,150.845306,NSW
Carneys Creek,4310,-28.213259,152.536545,QLD
Carngham,3351,-37.581459,143.585022,VIC
Carnham,2460,-29.322708,152.585266,NSW
Carole Park,4300,-27.617367,152.931686,QLD
Caroline,5291,-37.952988,140.906464,SA
Caroline Springs,3023,-37.746468,144.735809,VIC
Carool,2486,-28.229612,153.429016,NSW
Caroona,2343,-31.406836,150.425797,NSW
Carpendale,4344,-27.577681,152.152023,QLD
Carpendeit,3260,-38.372677,143.25943,VIC
Carpentaria,4823,-18.172789,139.918625,QLD
Carpenter Rocks,5291,-37.910561,140.397125,SA
Carrabin,6423,-31.378428,118.678093,WA
Carrabolla,2311,-32.241379,151.378876,NSW
Carrai,2440,-30.833164,152.248657,NSW
Carrajung,3844,-38.370434,146.700027,VIC
Carrajung Lower,3844,-38.414845,146.727692,VIC
Carrajung South,3844,-38.38969,146.80661,VIC
Carramar,2163,-33.884739,150.961304,NSW
Carramar,6031,-31.707457,115.781021,WA
Carranballac,3361,-37.697491,143.161377,VIC
Carrandotta,4825,-22.013683,138.501556,QLD
Carrara,4211,-28.005144,153.350754,QLD
Carrarang,6532,-26.340031,113.383942,WA
Carrathool,2711,-34.408047,145.430511,NSW
Carrawabbity,2871,-33.369022,147.845871,NSW
Carrick,2580,-34.711231,149.898819,NSW
Carrick,7291,-41.548985,147.018448,TAS
Carrickalinga,5204,-35.427727,138.326889,SA
Carrieton,5432,-32.422649,138.530228,SA
Carrington,2294,-32.912788,151.761597,NSW
Carrington,2324,-32.666286,152.015091,NSW
Carrington,4883,-17.305668,145.476547,QLD
Carrington Falls,2577,-34.646893,150.646408,NSW
Carroll,2340,-30.986111,150.445404,NSW
Carrolls Creek,2372,-28.82303,152.104401,NSW
Carrolup,6317,-33.730621,117.40715,WA
Carron,3480,-36.285717,142.742538,VIC
Carrowbrook,2330,-32.276546,151.30423,NSW
Carrs Creek,2460,-29.662865,152.937393,NSW
Carrs Island,2460,-29.671549,152.91423,NSW
Carrs Peninsular,2460,-29.653364,152.905823,NSW
Carruchan,4816,-18.243181,145.896561,QLD
Carrum,3197,-38.076027,145.123199,VIC
Carrum Downs,3201,-38.097534,145.1707,VIC
Carseldine,4034,-27.345387,153.011856,QLD
Carss Park,2221,-33.982105,151.117462,NSW
Carstairs,4806,-19.649652,147.428848,QLD
Carters Ridge,4563,-26.451038,152.763901,QLD
Cartmeticup,6316,-33.450611,117.48999,WA
Cartwright,2168,-33.926331,150.890427,NSW
Cartwrights Hill,2650,-35.077991,147.393463,NSW
Carwarp,3494,-34.454395,142.198822,VIC
Carwell,2849,-32.846066,149.910645,NSW
Carwoola,2620,-35.345242,149.269363,NSW
Cascade,2453,-30.232342,152.791061,NSW
Cascade,6450,-33.367329,121.045326,WA
Casey,2913,-35.175117,149.095642,ACT
Casey,7151,-41.518616,146.642563,TAS
Cashmere,4500,-27.318762,152.935883,QLD
Cashmore,3305,-38.311794,141.479156,VIC
Casino,2470,-28.864241,153.045685,NSW
Cassilis,2329,-32.006393,149.978836,NSW
Cassilis,3898,-37.221928,147.606415,VIC
Cassini,5223,-35.640717,137.271622,SA
Cassowary,4873,-16.516151,145.414139,QLD
Castambul,5076,-34.86972,138.752701,SA
Castaways Beach,4567,-26.433655,153.106155,QLD
Castella,3777,-37.524136,145.433197,VIC
Casterton,3311,-37.584568,141.405228,VIC
Castle Cove,2069,-33.786018,151.208694,NSW
Castle Creek,3691,-36.184025,146.825912,VIC
Castle Creek,4715,-24.768492,150.285492,QLD
Castle Donnington,3585,-35.425056,143.578491,VIC
Castle Doyle,2350,-30.642605,151.764648,NSW
Castle Forbes Bay,7116,-43.132057,146.977036,TAS
Castle Hill,1765,51.664951,-3.249159,NSW
Castle Hill,2154,-33.732819,151.004959,NSW
Castle Hill,4810,-19.246485,146.802017,QLD
Castle Rock,2333,-32.262703,150.728058,NSW
Castlecrag,2068,-33.802513,151.211945,NSW
Castlemaine,3450,-37.064442,144.217194,VIC
Castlereagh,2749,-33.669533,150.676682,NSW
Castletown,6450,-33.838772,121.907745,WA
Castra,7315,-41.286938,146.11618,TAS
Casuarina,810,-12.37565,130.882217,NT
Casuarina,811,-12.375384,130.879547,NT
Casuarina,2487,-28.292339,153.572586,NSW
Casuarina,6167,-32.230392,115.8713,WA
Casula,2170,-33.946823,150.900772,NSW
Casula Mall,2170,-33.94714,150.90152,NSW
Cataby,6507,-30.736486,115.541939,WA
Catalina,2536,-35.721027,150.18959,NSW
Catani,3981,-38.196934,145.646072,VIC
Cataract,2560,-34.389545,150.843872,NSW
Cathcart,2632,-36.843494,149.388336,NSW
Cathcart,3377,-37.294834,142.878403,VIC
Catherine Field,2557,-33.993484,150.764648,NSW
Catherine Hill Bay,2281,-33.147789,151.628494,NSW
Cathkin,3714,-37.149345,145.584091,VIC
Cathundral,2823,-31.9718,147.785004,NSW
Cattai,2756,-33.559929,150.907455,NSW
Catterick,6255,-33.83112,116.132744,WA
Cattle Creek,2339,-31.761009,150.242126,NSW
Cattle Creek,4407,-27.668823,150.793564,QLD
Cattle Creek,4626,-25.449959,151.275238,QLD
Catumnal,3537,-36.082508,143.644318,VIC
Caulfield,3162,-37.882915,145.022827,VIC
Caulfield East,3145,-37.877811,145.042313,VIC
Caulfield Junction,3161,-37.871262,145.019028,VIC
Caulfield North,3161,-37.871262,145.019028,VIC
Caulfield South,3162,-37.895954,145.027313,VIC
Caurnamont,5238,-34.847275,139.577133,SA
Causeway,2604,-35.316036,149.150238,ACT
Causeway Lake,4703,-23.198339,150.789352,QLD
Cavan,2582,-35.016109,148.853363,NSW
Cavan,5094,-34.829006,138.598953,SA
Caveat,3660,-37.085915,145.507446,VIC
Cavenagh,5422,-32.663242,139.059677,SA
Cavendish,3314,-37.527325,142.039932,VIC
Caversham,6055,-31.875765,115.966049,WA
Caves Beach,2281,-33.10495,151.64505,NSW
Caveside,7304,-41.59425,146.434509,TAS
Caveton,5291,-37.952858,140.809875,SA
Cawarral,4702,-23.254292,150.676041,QLD
Cawdor,2570,-34.10817,150.672104,NSW
Cawdor,4352,-27.469042,151.918808,QLD
Cawongla,2474,-28.600683,153.097488,NSW
Cecil Hills,2171,-33.887115,150.848587,NSW
Cecil Park,2178,-33.874702,150.841843,NSW
Cecil Plains,4407,-27.532885,151.195892,QLD
Cedar Brush Creek,2259,-33.193451,151.277115,NSW
Cedar Creek,2325,-32.856625,151.193924,NSW
Cedar Creek,2484,-28.421276,153.260406,NSW
Cedar Creek,4207,-27.863068,153.202682,QLD
Cedar Creek,4520,-27.326155,152.800827,QLD
Cedar Grove,4285,-27.86062,152.978577,QLD
Cedar Party,2429,-31.808334,152.384399,NSW
Cedar Pocket,4570,-26.214605,152.795044,QLD
Cedar Point,2474,-28.678381,152.99971,NSW
Cedar Vale,4285,-27.887011,153.028091,QLD
Cedarton,4514,-26.85648,152.815643,QLD
Ceduna,5690,-32.126736,133.673782,SA
Cells River,2424,-31.654993,152.085571,NSW
Cement Mills,4352,-28.339893,151.50737,QLD
Centenary Heights,4350,-27.580648,151.964935,QLD
Centennial Park,2021,-33.894379,151.232986,NSW
Centennial Park,6330,-35.015701,117.880531,WA
Central Colo,2756,-33.418678,150.796112,NSW
Central Macdonald,2775,-33.343197,150.976944,NSW
Central Mangrove,2250,-33.29142,151.235321,NSW
Central Park,3145,-37.866898,145.048767,VIC
Central Plateau,7304,-41.833103,146.847321,TAS
Central Plaza,4001,-28.015247,153.373199,QLD
Central Queensland University,4701,-23.313618,150.518768,QLD
Central Tilba,2546,-36.313225,150.075287,NSW
Ceratodus,4627,-25.288942,151.140961,QLD
Ceres,3221,-38.171238,144.280731,VIC
Cervantes,6511,-30.501728,115.076256,WA
Cessnock,2325,-32.834579,151.356461,NSW
Cessnock West,2325,-32.834579,151.356461,NSW
Cethana,7306,-41.476093,146.161987,TAS
Chadstone,3148,-37.881985,145.098969,VIC
Chadstone Centre,3148,-37.887394,145.082794,VIC
Chadwick,6450,-33.838974,121.887413,WA
Chaelundi,2460,-29.979193,152.436172,NSW
Chaffey,5341,-34.097801,140.706116,SA
Chahpingah,4610,-26.51841,151.315521,QLD
Chain Of Lagoons,7215,-41.664204,148.283768,TAS
Chain Of Ponds,5231,-34.823677,138.82962,SA
Chain Valley Bay,2259,-33.17268,151.571075,NSW
Chakola,2630,-36.098736,149.18483,NSW
Chambers Flat,4133,-27.753368,153.092224,QLD
Chambigne,2460,-29.828402,152.723038,NSW
Champion Lakes,6111,-32.12719,115.978729,WA
Chances Plain,4413,-26.734137,150.763718,QLD
Chandada,5680,-32.754005,134.676697,SA
Chandler,4155,-27.515953,153.159027,QLD
Chandler,6490,-31.111124,118.417084,WA
Chandlers Creek,3890,-37.337158,149.206573,VIC
Chandlers Hill,5159,-35.087551,138.613068,SA
Changerup,6394,-33.707211,116.898148,WA
Channel Island,822,-12.554718,130.867966,NT
Channybearup,6260,-34.413757,115.970718,WA
Chapel Flat,3352,-37.478893,143.897095,VIC
Chapel Hill,4069,-27.493986,152.944916,QLD
Chapel Hill,5153,-35.081928,138.769745,SA
Chapel Street North,3141,-37.840755,144.995361,VIC
Chapman,2611,-35.356098,149.040436,ACT
Chapman Bore,5253,-35.117168,139.520966,SA
Chapman Hill,6280,-33.784744,115.338234,WA
Chapple Vale,3239,-38.631767,143.318985,VIC
Charam,3318,-36.986378,141.506805,VIC
Charbon,2848,-32.881378,149.965271,NSW
Charleroi,3695,-36.333683,147.167542,VIC
Charles Darwin,820,-12.434326,130.872925,NT
Charles Darwin,822,-12.434326,130.872925,NT
Charles Darwin University,815,-25.235224,130.983093,NT
Charles Darwin University,909,-25.235224,130.983093,NT
Charles Sturt University,2678,-35.065556,147.35968,NSW
Charles Sturt University,2795,-35.056911,147.351089,NSW
Charleston,5244,-34.916355,138.899918,SA
Charlestown,2290,-32.963402,151.695053,NSW
Charlestown,4608,-26.344601,151.869919,QLD
Charleville,4470,-26.401344,146.239655,QLD
Charley Creek,6239,-33.589207,115.902763,WA
Charleys Forest,2622,-35.360252,150.003677,NSW
Charlotte,822,-12.794066,130.857407,NT
Charlotte Bay,2428,-32.34864,152.510178,NSW
Charlotte Cove,7112,-43.271755,147.147385,TAS
Charlton,2795,-33.673538,149.635086,NSW
Charlton,3525,-36.269291,143.350998,VIC
Charlton,4350,-27.520697,151.850113,QLD
Charlton Gully,5607,-34.550426,135.803467,SA
Charlwood,4309,-28.008242,152.572144,QLD
Charmhaven,2263,-33.226994,151.503006,NSW
Charnwood,2615,-35.205639,149.032745,ACT
Charra,5690,-32.046307,133.335037,SA
Charters Towers,4820,-20.075905,146.257324,QLD
Chasm Creek,7321,-41.06921,145.965057,TAS
Chatham,2430,-31.900682,152.48201,NSW
Chatham Valley,2787,-33.843159,149.876236,NSW
Chatsbury,2580,-34.539001,149.78334,NSW
Chatswood,2057,-33.796799,151.181,NSW
Chatswood,2067,-33.796078,151.183105,NSW
Chatswood West,2067,-33.794109,151.166153,NSW
Chatsworth,2469,-29.373627,153.25177,NSW
Chatsworth,3379,-37.856331,142.651306,VIC
Chatsworth,4570,-26.143885,152.615875,QLD
Cheepie,4475,-26.307772,144.945999,QLD
Cheero Point,2083,-33.508862,151.192032,NSW
Chelmer,4068,-27.51446,152.976822,QLD
Chelmsford,4606,-26.268803,151.817047,QLD
Chelona,4740,-21.259821,149.143677,QLD
Chelsea,3196,-38.052059,145.115906,VIC
Chelsea Heights,3196,-38.045345,145.136398,VIC
Cheltenham,2119,-33.757809,151.080292,NSW
Cheltenham,3192,-37.964153,145.065872,VIC
Cheltenham,4627,-25.588587,150.826614,QLD
Cheltenham,5014,-34.868729,138.52269,SA
Cheltenham East,3192,-37.964153,145.065872,VIC
Cheltenham North,3192,-37.964153,145.065872,VIC
Chepstowe,3351,-37.589439,143.510895,VIC
Cherbourg,4605,-26.291889,151.955887,QLD
Chermside,4032,-27.385424,153.030182,QLD
Chermside Bc,4032,-27.38471,153.02359,QLD
Chermside Centre,4032,-27.381985,153.029419,QLD
Chermside South,4032,-27.38471,153.02359,QLD
Chermside West,4032,-27.383701,153.016479,QLD
Cherokee,3434,-37.392403,144.639343,VIC
Cherrilong,3874,-38.523499,146.89859,VIC
Cherry Creek,4306,-26.922041,152.098999,QLD
Cherry Gardens,5157,-35.0597,138.678558,SA
Cherry Gully,4370,-28.420431,152.044586,QLD
Cherry Tree Hill,2360,-29.532171,150.996323,NSW
Cherry Tree Pool,6395,-33.70097,117.202812,WA
Cherrybrook,2126,-33.728748,151.041306,NSW
Cherrypool,3401,-37.115627,142.189667,VIC
Cherryville,5134,-34.91206,138.765625,SA
Cherwell,4660,-25.309086,152.460327,QLD
Cheshunt,3678,-36.799198,146.431122,VIC
Cheshunt South,3678,-36.906414,146.433609,VIC
Chesney Vale,3725,-36.418304,146.045486,VIC
Chester Hill,2162,-33.88308,151.001266,NSW
Chetwynd,3312,-37.277431,141.418182,VIC
Chevallum,4555,-26.695921,152.987686,QLD
Chevron Island,4217,-27.997345,153.419846,QLD
Chewko,4880,-17.050699,145.354095,QLD
Chewton,3451,-37.078323,144.237854,VIC
Chewton Bushlands,3451,-37.074024,144.286987,VIC
Cheynes,6328,-34.836021,118.334152,WA
Chichester,2420,-32.195393,151.618744,NSW
Chichester,6751,-21.857143,117.990204,WA
Chidlow,6556,-31.862446,116.267807,WA
Chifley,2036,-33.967041,151.243317,NSW
Chifley,2606,-35.352409,149.075455,ACT
Chigwell,7011,-42.811356,147.24205,TAS
Chilcotts Creek,2339,-31.6747,150.806061,NSW
Chilcotts Grass,2480,-28.831535,153.346848,NSW
Childers,3824,-38.297054,146.108612,VIC
Childers,4660,-25.236343,152.278137,QLD
Chilla Well,872,-21.41511,130.921677,NT
Chillagoe,4871,-17.155258,144.524292,QLD
Chillingham,2484,-28.313543,153.276138,NSW
Chillingollah,3585,-35.266285,143.054382,VIC
Chilpenunda,5660,-32.586113,134.515808,SA
Chiltern,3683,-36.151215,146.609344,VIC
Chiltern Valley,3683,-36.135612,146.535889,VIC
Chinaman Wells,5573,-34.379887,137.480759,SA
Chinangin,3544,-35.523041,143.181931,VIC
Chinbingina,5680,-32.208447,134.23761,SA
Chinchilla,4413,-26.739435,150.625061,QLD
Chinderah,2487,-28.239573,153.550385,NSW
Chinghee Creek,4285,-28.284121,152.982056,QLD
Chinkapook,3546,-35.188278,142.941589,VIC
Chinnock,2550,-36.705605,149.937515,NSW
Chintin,3756,-37.397846,144.840012,VIC
Chippendale,2008,-33.88448,151.197342,NSW
Chipping Norton,2170,-33.919449,150.953369,NSW
Chirn Park,4215,-27.972153,153.409531,QLD
Chirnside,4723,-23.138321,148.047867,QLD
Chirnside Park,3116,-37.737328,145.308823,VIC
Chirrip,3525,-36.170582,143.145859,VIC
Chisholm,2322,-32.768356,151.593536,NSW
Chisholm,2905,-35.412441,149.128036,ACT
Chiswick,2046,-33.848057,151.141144,NSW
Chittaway Bay,2261,-33.327209,151.429825,NSW
Chittaway Point,2261,-33.323612,151.442337,NSW
Chittering,6084,-31.470055,116.101013,WA
Chocolyn,3260,-38.18811,143.198212,VIC
Chorregon,4730,-22.6642,143.847092,QLD
Chowan Creek,2484,-28.459831,153.386993,NSW
Chowerup,6244,-34.079723,116.679222,WA
Christie Downs,5164,-35.12817,138.496216,SA
Christies Beach,5165,-35.13353,138.476227,SA
Christies Beach North,5165,-35.13913,138.473846,SA
Christmas Creek,4285,-28.153799,152.977295,QLD
Christmas Hills,3775,-37.653667,145.305084,VIC
Christmas Hills,7330,-40.900917,144.997284,TAS
Christmas Island,6798,-27.672817,121.628311,WA
Chudleigh,7304,-41.557556,146.480331,TAS
Chullora,2190,-33.891392,151.050201,NSW
Chum Creek,3777,-37.633343,145.499359,VIC
Church Point,2105,-33.645157,151.284973,NSW
Churchable,4311,-27.425434,152.37532,QLD
Churchill,3842,-38.321999,146.416,VIC
Churchill,4305,-27.642782,152.75061,QLD
Churchill Island,3925,-38.501797,145.340347,VIC
Churchlands,6018,-31.930141,115.802589,WA
Chute,3373,-37.331543,143.388321,VIC
Chuwar,4306,-27.568426,152.793594,QLD
Ciccone,870,-23.692236,133.86972,NT
Cinnabar,4600,-26.150978,152.186539,QLD
City,2601,-35.282417,149.131119,ACT
City Beach,6015,-31.928698,115.763435,WA
City Delivery Centre,6000,-31.952574,115.861046,WA
City East,4002,-27.477379,153.026825,QLD
City West Campus,5000,-34.924061,138.591629,SA
Civic Square,2608,-35.419128,149.070267,ACT
Clackline,6564,-31.720011,116.519699,WA
Clagiraba,4211,-27.98177,153.248581,QLD
Clairview,4741,-22.107769,149.526871,QLD
Clandulla,2848,-32.906879,149.954056,NSW
Clapham,5062,-34.990253,138.603088,SA
Clara Creek,4468,-26.069513,146.893494,QLD
Claravale,822,-14.363988,131.551529,NT
Claraville,4871,-18.657543,141.706284,QLD
Clare,2711,-33.437614,143.907532,NSW
Clare,4807,-19.783796,147.227936,QLD
Clare,5453,-33.833332,138.600006,SA
Claredale,4807,-27.308884,153.04126,QLD
Claremont,6010,-31.981632,115.781288,WA
Claremont,6910,-31.981146,115.78125,WA
Claremont,7011,-42.7915,147.25383,TAS
Claremont Meadows,2747,-33.775105,150.749756,NSW
Claremont North,6010,-31.968561,115.775269,WA
Clarence,2790,-33.476723,150.223053,NSW
Clarence Gardens,5039,-34.975323,138.582291,SA
Clarence Park,5034,-34.96426,138.581589,SA
Clarence Point,7270,-41.117683,146.806656,TAS
Clarence Town,2321,-32.585079,151.777512,NSW
Clarendon,2756,-33.608753,150.787384,NSW
Clarendon,3352,-37.694126,143.973206,VIC
Clarendon,4311,-27.426846,152.533707,QLD
Clarendon,5157,-35.109253,138.628845,SA
Clarendon Vale,7019,-42.892124,147.442444,TAS
Clarenza,2460,-29.720421,152.963852,NSW
Claretown,3352,-37.527233,144.028381,VIC
Clareville,2107,-33.629295,151.316269,NSW
Clarinda,3169,-37.941433,145.102371,VIC
Clarke Creek,4705,-22.635357,149.257141,QLD
Clarkefield,3430,-37.491913,144.81813,VIC
Clarkes Hill,3352,-37.498856,143.971771,VIC
Clarkson,6030,-31.681454,115.714638,WA
Claude Road,7306,-41.435276,146.257553,TAS
Claverton,4471,-27.179432,153.011963,QLD
Clay Wells,5280,-37.348091,140.106308,SA
Clayfield,4011,-27.418703,153.055328,QLD
Claymore,2559,-34.044884,150.810989,NSW
Claypans,5238,-34.813004,139.691116,SA
Clayton,3168,-37.926212,145.119553,VIC
Clayton,5256,-35.490734,138.922745,SA
Clayton Bay,5256,-35.475418,138.910202,SA
Clayton South,3169,-37.939808,145.13327,VIC
Clear Creek,2795,-33.313095,149.694321,NSW
Clear Island Waters,4226,-28.053272,153.398926,QLD
Clear Lake,3409,-36.930668,141.860428,VIC
Clear Mountain,4500,-27.30596,152.883728,QLD
Clear Range,2620,-35.681553,149.130249,NSW
Clearfield,2469,-29.15415,152.911057,NSW
Clearview,5085,-34.858456,138.617996,SA
Cleary,6472,-30.434719,117.651604,WA
Cleaverville,6714,-20.66419,117.016052,WA
Cleland,5152,-34.973953,138.707474,SA
Clemant,4816,-19.096956,146.461472,QLD
Clematis,3782,-37.93103,145.420944,VIC
Clements Gap,5523,-33.485146,138.118439,SA
Clemton Park,2206,-33.925831,151.103394,NSW
Clergate,2800,-33.191532,149.110931,NSW
Clermont,4721,-22.824783,147.640289,QLD
Cleve,5640,-33.701477,136.493118,SA
Cleveland,2530,-34.501785,150.77301,NSW
Cleveland,4163,-27.541224,153.268036,QLD
Cleveland,7211,-41.803806,147.40303,TAS
Clifden,2460,-29.513624,152.943573,NSW
Clifford,4427,-26.106253,149.412521,QLD
Clifford Gardens,4350,-27.56234,151.947113,QLD
Cliftleigh,2321,-32.784489,151.52359,NSW
Clifton,2515,-34.260883,150.968216,NSW
Clifton,4361,-27.933119,151.908432,QLD
Clifton,6211,-32.772575,115.651169,WA
Clifton Beach,4879,-16.76429,145.667679,QLD
Clifton Beach,7020,-42.985554,147.523499,TAS
Clifton Creek,3875,-37.716667,147.657974,VIC
Clifton Grove,2800,-33.254101,149.151093,NSW
Clifton Hill,3068,-37.788513,144.99176,VIC
Clifton Springs,3222,-38.157043,144.555817,VIC
Clinton,4680,-23.871386,151.222137,QLD
Clinton,5570,-34.224033,138.019073,SA
Clinton Centre,5570,-34.233158,137.931702,SA
Clintonvale,4370,-28.09428,152.131439,QLD
Cloisters Square Po,6850,-27.672817,121.628311,WA
Clonbinane,3658,-37.333923,145.093475,VIC
Cloncurry,4824,-20.704353,140.505615,QLD
Clontarf,2093,-33.80545,151.253098,NSW
Clontarf,4019,-27.253035,153.08194,QLD
Clontarf,4357,-27.962507,151.241333,QLD
Clontarf Beach,4019,-27.259432,153.083099,QLD
Closeburn,4520,-27.325577,152.863922,QLD
Clothiers Creek,2484,-28.334036,153.481873,NSW
Clouds Creek,2453,-30.102297,152.652237,NSW
Clovass,2480,-28.871904,153.150391,NSW
Clovelly,2031,-33.912544,151.262924,NSW
Clovelly Park,5042,-34.999905,138.575226,SA
Clovelly West,2031,-33.912544,151.262924,NSW
Clover Flat,3315,-37.608608,141.558899,VIC
Cloverdale,6105,-31.962975,115.934631,WA
Cloverdale,6985,-31.985447,115.932632,WA
Cloverlea,3822,-38.231445,145.997528,VIC
Cloyna,4605,-26.107567,151.845078,QLD
Cluan,7303,-41.598732,146.850952,TAS
Club Terrace,3889,-37.539738,148.935455,VIC
Cluden,4811,-19.317097,146.825073,QLD
Clumber,4309,-28.062225,152.459457,QLD
Clunes,2480,-28.727482,153.407608,NSW
Clunes,3370,-37.294853,143.786728,VIC
Clybucca,2440,-30.941078,152.944458,NSW
Clyde,2142,-33.835972,151.017014,NSW
Clyde,3978,-38.133137,145.330643,VIC
Clyde North,3978,-38.118462,145.327377,VIC
Clydebank,3851,-38.053028,147.196716,VIC
Clydesdale,2330,-32.562416,151.198654,NSW
Clydesdale,3461,-37.176792,144.089752,VIC
Coal Creek,4312,-27.177896,152.446243,QLD
Coal Point,2283,-33.042007,151.610046,NSW
Coalbank,4352,-27.108362,151.864716,QLD
Coalcliff,2508,-34.24551,150.973877,NSW
Coaldale,2460,-29.393873,152.805466,NSW
Coalfalls,4305,-27.608347,152.74765,QLD
Coalstoun Lakes,4621,-25.615232,151.889938,QLD
Coalville,3825,-38.240444,146.257614,VIC
Coasters Retreat,2108,-33.604538,151.299377,NSW
Coatesville,3165,-37.915939,145.074661,VIC
Cobains,3851,-38.088097,147.099319,VIC
Cobaki,2486,-28.198391,153.464355,NSW
Cobaki Lakes,2486,-28.18458,153.469742,NSW
Cobar,2835,-31.497971,145.838196,NSW
Cobar Park,2790,-33.470982,150.155182,NSW
Cobargo,2550,-36.387897,149.887695,NSW
Cobark,2422,-31.913109,151.683426,NSW
Cobaw,3442,-37.26709,144.640228,VIC
Cobbadah,2347,-30.231741,150.578033,NSW
Cobbannah,3862,-37.597385,147.271805,VIC
Cobberas,3900,-36.877937,148.076324,VIC
Cobbitty,2570,-34.015766,150.690659,NSW
Cobbs Hill,4605,-26.048719,151.929535,QLD
Cobden,3266,-38.328297,143.077286,VIC
Cobdogla,5346,-34.228081,140.415314,SA
Coblinine,6317,-33.563183,117.757584,WA
Cobourg,822,-11.391604,132.289734,NT
Cobraball,4703,-23.160706,150.63118,QLD
Cobram,3643,-35.924198,145.630005,VIC
Cobram,3644,-35.919628,145.649231,VIC
Cobram East,3644,-35.980083,145.745193,VIC
Cobramunga,2732,-35.39949,143.866348,NSW
Cobrico,3266,-38.290825,143.015488,VIC
Cobungra,3898,-37.096218,147.422073,VIC
Coburg,3058,-37.741665,144.962799,VIC
Coburg North,3058,-37.727608,144.963867,VIC
Coburn,6532,-26.701763,114.41275,WA
Cocamba,3546,-35.114239,142.891479,VIC
Cocata,5654,-33.213634,135.25621,SA
Cochranes Creek,3475,-36.703625,143.591354,VIC
Cockaleechie,5631,-34.205288,135.843796,SA
Cockatoo,3781,-37.935947,145.492554,VIC
